,dialogue_id,text,turn_id,type,label
1567,149_1,"You're completely ignoring the distinction between sex and gender. People of the female sex have a female reproductive system, but gender is about how you feel, how you identify, gender has nothing to do with your reproductive organs.",1,CN,1
1568,149_2,All you have done is to redefine the words sex and gender to suit your preferred narrative. Feelings are a separate issue.,2,HS,0
1569,149_2,"And how do you define the words sex and gender? They are two distinct concepts, not synonyms of each other.",3,CN,1
1570,149_3,"You are entitled to your opinion of course, but your comments are not factual, merely your opinion. Trans activism is warping your idea of gender...",4,HS,0
1571,149_3,"Literally google the definition of gender as opposed to sex, I'm begging you educate yourself.",5,CN,1
1572,149_4,"You're completely ignoring the distinction between sex and gender. People of the female sex have a female reproductive system, but gender is about how you feel, how you identify, gender has nothing to do with your reproductive organs.",1,CN,1
1573,149_4,All you have done is to redefine the words sex and gender to suit your preferred narrative. Feelings are a separate issue.,2,HS,0
1574,149_5,"And how do you define the words sex and gender? They are two distinct concepts, not synonyms of each other.",3,CN,1
1575,149_5,"You are entitled to your opinion of course, but your comments are not factual, merely your opinion. Trans activism is warping your idea of gender...",4,HS,0
1576,149_6,Women have every right to *protect* their rights from pro-trans activists. No-one has the right to call them 'TERFS' for doing so. Only women have vaginas. Only men have penises. Only women have periods. These are indisputable facts.,0,HS,0
1577,149_6,All you have done is to redefine the words sex and gender to suit your preferred narrative. Feelings are a separate issue.,2,HS,0
1578,149_7,All you have done is to redefine the words sex and gender to suit your preferred narrative. Feelings are a separate issue.,2,HS,0
1579,149_7,"You are entitled to your opinion of course, but your comments are not factual, merely your opinion. Trans activism is warping your idea of gender...",4,HS,0
1580,150_1,"Terms like 'non-binary' are modern, attention-seeking, & anti-scientific. They want to erase the reality that women are women and men are men, to undermine the rights of REAL women.",0,HS,0
1581,150_1,"Non-binary might be a relatively new word in the public lexicon but people who don't fit into either male or female binary gender have always existed. It's not anti-scientific, it regards gender not sex.",1,CN,1
1582,150_2,A man can dress up as a woman but he'll always be a man. What is the point of 'non-binary' anyway? What does it even mean? People think they can call anything a new 'gender' nowadays.,2,HS,0
1583,150_2,"Non-binary means existing outside of the gender binary. For some people this means feeling feminine and masculine, sometimes one more than the other. For other people it means not feeling gendered, not identifying with either being a man or a woman. When you see gender as a social construct that encompasses femininity and masculinity this makes a lot more sense.",3,CN,1
1584,150_3,"That sounds like some woke bullshit, you can't just decide that you want to be a different gender everyday. Gender isn't a social construct, it's very real, we have men and women and that's it.",4,HS,0
1585,150_3,"Gender is very much a social construct, if you look up the definition of gender it means the social and cultural roles associated with being a man or woman. It doesn't have to align with your biological sex, and because it's just a concept some people like non-binary people do not feel the need to put themselves in a box of masculine or feminine with it!",5,CN,1
1586,150_4,"Non-binary might be a relatively new word in the public lexicon but people who don't fit into either male or female binary gender have always existed. It's not anti-scientific, it regards gender not sex.",1,CN,1
1587,150_4,A man can dress up as a woman but he'll always be a man. What is the point of 'non-binary' anyway? What does it even mean? People think they can call anything a new 'gender' nowadays.,2,HS,0
1588,150_5,"Non-binary means existing outside of the gender binary. For some people this means feeling feminine and masculine, sometimes one more than the other. For other people it means not feeling gendered, not identifying with either being a man or a woman. When you see gender as a social construct that encompasses femininity and masculinity this makes a lot more sense.",3,CN,1
1589,150_5,"That sounds like some woke bullshit, you can't just decide that you want to be a different gender everyday. Gender isn't a social construct, it's very real, we have men and women and that's it.",4,HS,0
1590,150_6,"Terms like 'non-binary' are modern, attention-seeking, & anti-scientific. They want to erase the reality that women are women and men are men, to undermine the rights of REAL women.",0,HS,0
1591,150_6,A man can dress up as a woman but he'll always be a man. What is the point of 'non-binary' anyway? What does it even mean? People think they can call anything a new 'gender' nowadays.,2,HS,0
1592,150_7,A man can dress up as a woman but he'll always be a man. What is the point of 'non-binary' anyway? What does it even mean? People think they can call anything a new 'gender' nowadays.,2,HS,0
1593,150_7,"That sounds like some woke bullshit, you can't just decide that you want to be a different gender everyday. Gender isn't a social construct, it's very real, we have men and women and that's it.",4,HS,0
1594,151_1,The trans agenda want to ignore the biological reality of being a woman. You can't just call yourself a woman and expect everyone to believe you are one when you are clearly a man! It's PC gone mad.,0,HS,0
1595,151_1,"There is a difference between sex and gender. Trans people are not trying to ignore biological reality, some people know they are a woman, do not feel like they are a man in anyway, but don't have a female reproductive system. This is the difference between gender and sex, gender is who you feel you are, sex is just the biological aspect, and they don't always match up.",1,CN,1
1596,151_2,That's bollocks. So biological facts are only valid depending on how you 'feel'? How do you know if you 'feel' like a woman?,2,HS,0
1597,151_2,"Well do you feel like you are a woman, biology aside? Do you feel like being a woman is part of your identity and that it shapes how you interact with society and think about yourself?",3,CN,1
1598,151_3,"Yes because I am a woman, biologically female.",4,HS,0
1599,151_3,"Okay so imagine still feeling like that, identity-wise, but in a different body. That's it. That's all you've got to understand.",5,CN,1
1600,151_4,"There is a difference between sex and gender. Trans people are not trying to ignore biological reality, some people know they are a woman, do not feel like they are a man in anyway, but don't have a female reproductive system. This is the difference between gender and sex, gender is who you feel you are, sex is just the biological aspect, and they don't always match up.",1,CN,1
1601,151_4,That's bollocks. So biological facts are only valid depending on how you 'feel'? How do you know if you 'feel' like a woman?,2,HS,0
1602,151_5,"Well do you feel like you are a woman, biology aside? Do you feel like being a woman is part of your identity and that it shapes how you interact with society and think about yourself?",3,CN,1
1603,151_5,"Yes because I am a woman, biologically female.",4,HS,0
1604,151_6,The trans agenda want to ignore the biological reality of being a woman. You can't just call yourself a woman and expect everyone to believe you are one when you are clearly a man! It's PC gone mad.,0,HS,0
1605,151_6,That's bollocks. So biological facts are only valid depending on how you 'feel'? How do you know if you 'feel' like a woman?,2,HS,0
1606,151_7,That's bollocks. So biological facts are only valid depending on how you 'feel'? How do you know if you 'feel' like a woman?,2,HS,0
1607,151_7,"Yes because I am a woman, biologically female.",4,HS,0
1608,152_1,"The trans militia say they're fighting for 'rights' but then insist on pushing ideas that make women unsafe, like allowing men to use women's toilets without question. What is this madness and why are we accepting it??",0,HS,0
1609,152_1,Nobody is asking for that. The point people are making is that trans women should be able to feel safe using womens toilets because they are in fact women. If they were to use mens toilets they would be put in an unsafe situation.,1,CN,1
1610,152_2,But how many of these 'trans women' are just men dressed as women who are pretending to be trans to gain access to spaces like womens toilets and assault women?,2,HS,0
1611,152_2,"None because if they're trans women, they are trans women, not men. If men wanted to gain access to womens spaces to assault women they would just do that, they wouldn't pretend to be a trans woman to do so, since anyone can walk into any toilet.",3,CN,1
1612,152_3,Nobody is asking for that. The point people are making is that trans women should be able to feel safe using womens toilets because they are in fact women. If they were to use mens toilets they would be put in an unsafe situation.,1,CN,1
1613,152_3,But how many of these 'trans women' are just men dressed as women who are pretending to be trans to gain access to spaces like womens toilets and assault women?,2,HS,0
1614,152_4,"The trans militia say they're fighting for 'rights' but then insist on pushing ideas that make women unsafe, like allowing men to use women's toilets without question. What is this madness and why are we accepting it??",0,HS,0
1615,152_4,But how many of these 'trans women' are just men dressed as women who are pretending to be trans to gain access to spaces like womens toilets and assault women?,2,HS,0
1616,153_1,Trans women being allowed to use women's shelters just sounds like a way to justify letting the men who abuse women into their spaces to abuse them again.,0,HS,0
1617,153_1,"That's not what it means at all. The trans women who would use womens shelter services are women who will have faced abuse of some kind, just like the other women there.",1,CN,1
1618,153_2,How do we know none of them will be abusive once they're in there though?,2,HS,0
1619,153_2,"How do you know if anybody in a shelter will be abusive to anyone else in there? Them being trans has no bearing on the issue, since they're not men, they're trans women. Trans women are also very likely to face abuse or violence in their lifetime so it's important they have services they can access for support.",3,CN,1
1620,153_3,"That's not what it means at all. The trans women who would use womens shelter services are women who will have faced abuse of some kind, just like the other women there.",1,CN,1
1621,153_3,How do we know none of them will be abusive once they're in there though?,2,HS,0
1622,153_4,Trans women being allowed to use women's shelters just sounds like a way to justify letting the men who abuse women into their spaces to abuse them again.,0,HS,0
1623,153_4,How do we know none of them will be abusive once they're in there though?,2,HS,0
1624,154_1,They want us to believe that tricking kids into thinking they're transgender is normal. That giving kids hormones that permanently mess with their development is normal. We can't let this happen right before our eyes.,0,HS,0
1625,154_1,"No one is forcing kids to transition, if a child feels like they are transgender then actually being able to medically transition with hormones is not a decision ever taken lightly, and it's a long and stressful process involving consultation from many medical and psychological professionals.",1,CN,1
1626,154_2,Why are so many more kids transitioning then than they used to? It used to be a small minority and now it's too many kids. Some are being coerced.,2,HS,0
1627,154_2,"No, it's just more accessible now, and we talk about gender more openly. There have always been people who have felt like they're in the wrong body or are a gender that's different than their sex, but many have only been able to come out much later in life or sometimes never, because of transphobia and the violence that comes with it.",3,CN,1
1628,154_3,"No one is forcing kids to transition, if a child feels like they are transgender then actually being able to medically transition with hormones is not a decision ever taken lightly, and it's a long and stressful process involving consultation from many medical and psychological professionals.",1,CN,1
1629,154_3,Why are so many more kids transitioning then than they used to? It used to be a small minority and now it's too many kids. Some are being coerced.,2,HS,0
1630,154_4,They want us to believe that tricking kids into thinking they're transgender is normal. That giving kids hormones that permanently mess with their development is normal. We can't let this happen right before our eyes.,0,HS,0
1631,154_4,Why are so many more kids transitioning then than they used to? It used to be a small minority and now it's too many kids. Some are being coerced.,2,HS,0
1632,155_1,"The trans agenda are anti-science, they don’t listen to logic and facts. Ignoring the biological reality of sex is pure delusion.",0,HS,0
1633,155_1,"There is no ‘agenda’, and they are not ‘anti-science’, they just understand the difference between sex and gender.",1,CN,1
1634,155_2,Their agenda is being pushed on us through the media and cancelling anyone who criticises them. And they can’t seem to grasp that there’s just 2 sexes.,2,HS,0
1635,155_2,"Mainstream media is actually filled with stories which normalise seeing trans peoples existence as something to debate. It’s not up for debate, they exist.",3,CN,1
1636,155_3,They might exist but they are delusional and seem to make up new genders every day. There are men and women and that’s it.,4,HS,0
1637,155_3,"Gender is a social construct so it can be a broad spectrum, and sex isn’t as binary as many people believe either, for example there are intersex people and people with different hormone levels or reproductive organs.",5,CN,1
1638,155_4,"There is no ‘agenda’, and they are not ‘anti-science’, they just understand the difference between sex and gender.",1,CN,1
1639,155_4,Their agenda is being pushed on us through the media and cancelling anyone who criticises them. And they can’t seem to grasp that there’s just 2 sexes.,2,HS,0
1640,155_5,"Mainstream media is actually filled with stories which normalise seeing trans peoples existence as something to debate. It’s not up for debate, they exist.",3,CN,1
1641,155_5,They might exist but they are delusional and seem to make up new genders every day. There are men and women and that’s it.,4,HS,0
1642,155_6,"The trans agenda are anti-science, they don’t listen to logic and facts. Ignoring the biological reality of sex is pure delusion.",0,HS,0
1643,155_6,Their agenda is being pushed on us through the media and cancelling anyone who criticises them. And they can’t seem to grasp that there’s just 2 sexes.,2,HS,0
1644,155_7,Their agenda is being pushed on us through the media and cancelling anyone who criticises them. And they can’t seem to grasp that there’s just 2 sexes.,2,HS,0
1645,155_7,They might exist but they are delusional and seem to make up new genders every day. There are men and women and that’s it.,4,HS,0
1646,162_1,Allowing children at Pride parades is sick. It’s just another way to indoctrinate them into this perverse lifestyle.,0,HS,0
1647,162_1,I think it’s nice that more parents are open minded now. Taking kids to pride is a great way to let them know they will still be loved and accepted if they do ever realise they are queer.,1,CN,1
1648,162_2,They wouldn’t be thinking they were gay if they weren’t exposed to this stuff! It’s damaging.,2,HS,0
1649,162_2,That’s obviously not how sexuality works. Look at the amount of LGBT+ people who come from backgrounds where they weren’t allowed to be gay. If someone is gay that has nothing to do with what they’ve been ‘exposed’ to!,3,CN,1
1650,162_3,I think it’s nice that more parents are open minded now. Taking kids to pride is a great way to let them know they will still be loved and accepted if they do ever realise they are queer.,1,CN,1
1651,162_3,They wouldn’t be thinking they were gay if they weren’t exposed to this stuff! It’s damaging.,2,HS,0
1652,162_4,Allowing children at Pride parades is sick. It’s just another way to indoctrinate them into this perverse lifestyle.,0,HS,0
1653,162_4,They wouldn’t be thinking they were gay if they weren’t exposed to this stuff! It’s damaging.,2,HS,0
1654,163_1,Dressing children up in drag at pride parades is so perverse. They’re not even trying to hide their sexualisation of kids at this point.,0,HS,0
1655,163_1,Kids in drag doesn’t equate to the lgbt community sexualising children. Why did you make that link?,1,CN,1
1656,163_2,"Drag is very sexual, you’ve got boys wearing heels and makeup, it’s bound to mess with them.",2,HS,0
1657,163_2,"If there are kids in drag at pride it’s probably because they wanted to dress up. Kids playing dress up is nothing new, and isn’t sexual!",3,CN,1
1658,163_3,Kids in drag doesn’t equate to the lgbt community sexualising children. Why did you make that link?,1,CN,1
1659,163_3,"Drag is very sexual, you’ve got boys wearing heels and makeup, it’s bound to mess with them.",2,HS,0
1660,163_4,Dressing children up in drag at pride parades is so perverse. They’re not even trying to hide their sexualisation of kids at this point.,0,HS,0
1661,163_4,"Drag is very sexual, you’ve got boys wearing heels and makeup, it’s bound to mess with them.",2,HS,0
1662,164_1,Allowing kids to go to pride is the start of them being pushed down the trans pipeline.,0,HS,0
1663,164_1,What do you mean by the ‘trans pipeline’?,1,CN,1
1664,164_2,They indoctrinate these kids into thinking they are trans by showing them drag queens and making them think men dressing up as women is normal.,2,HS,0
1665,164_2,"I don’t think a child attending pride with their family is going to make them trans, that’s a big leap to make. By that logic, they’re exposed to lots of non-trans people so that should influence them not to!",3,CN,1
1666,164_3,What do you mean by the ‘trans pipeline’?,1,CN,1
1667,164_3,They indoctrinate these kids into thinking they are trans by showing them drag queens and making them think men dressing up as women is normal.,2,HS,0
1668,164_4,Allowing kids to go to pride is the start of them being pushed down the trans pipeline.,0,HS,0
1669,164_4,They indoctrinate these kids into thinking they are trans by showing them drag queens and making them think men dressing up as women is normal.,2,HS,0
1670,193_1,These fags want to brainwash our kids by teaching their sick agenda in schools. We can’t stand for this.,0,HS,0
1671,193_1,What ‘agenda’ do you mean exactly?,1,CN,1
1672,193_2,Teaching them it’s normal to be a transgender or to have same sex relationships. They’re encouraging them into the lifestyle.,2,HS,0
1673,193_2,I don’t think that teaching kids that it’s okay to be gay or trans is ‘encouraging them’ to be those things. It will help lgbt kids to feel less marginalised though!,3,CN,1
1674,193_3,If they teach them it’s acceptable they’ll persuade some kids to try it.,4,HS,0
1675,193_3,"I really don’t think sexuality works like that. Schools didn’t teach about being lgbt+ in the past and there were still plenty of lgbt people. It’s not about knowing it exists, it’s about people who know they are lgbt feeling validated!",5,CN,1
1676,193_4,What ‘agenda’ do you mean exactly?,1,CN,1
1677,193_4,Teaching them it’s normal to be a transgender or to have same sex relationships. They’re encouraging them into the lifestyle.,2,HS,0
1678,193_5,I don’t think that teaching kids that it’s okay to be gay or trans is ‘encouraging them’ to be those things. It will help lgbt kids to feel less marginalised though!,3,CN,1
1679,193_5,If they teach them it’s acceptable they’ll persuade some kids to try it.,4,HS,0
1680,193_6,These fags want to brainwash our kids by teaching their sick agenda in schools. We can’t stand for this.,0,HS,0
1681,193_6,Teaching them it’s normal to be a transgender or to have same sex relationships. They’re encouraging them into the lifestyle.,2,HS,0
1682,193_7,Teaching them it’s normal to be a transgender or to have same sex relationships. They’re encouraging them into the lifestyle.,2,HS,0
1683,193_7,If they teach them it’s acceptable they’ll persuade some kids to try it.,4,HS,0
1684,194_1,If you don't see the connection between legitimizing the queer lifestyle and an increase in STD's and sexual deviancy then you're blind...,0,HS,0
1685,194_1,"Most STDs are contracted by straight people, this has nothing to do with how societally acceptable queer relationships are!",1,CN,1
1686,194_2,"But telling people that it’s okay to be gay makes way for us normalising promiscuity, adultery, and other depraved behaviours. The queers have always been at it.",2,HS,0
1687,194_2,So you’re telling me no one straight was promiscuous or cheated in relationships before being LGBT was more acceptable? Sure.,3,CN,1
1688,194_3,"Most STDs are contracted by straight people, this has nothing to do with how societally acceptable queer relationships are!",1,CN,1
1689,194_3,"But telling people that it’s okay to be gay makes way for us normalising promiscuity, adultery, and other depraved behaviours. The queers have always been at it.",2,HS,0
1690,194_4,If you don't see the connection between legitimizing the queer lifestyle and an increase in STD's and sexual deviancy then you're blind...,0,HS,0
1691,194_4,"But telling people that it’s okay to be gay makes way for us normalising promiscuity, adultery, and other depraved behaviours. The queers have always been at it.",2,HS,0
1692,195_1,I just wanted to take a second here and say something positive about the gay community… HIV.,0,HS,0
1693,195_1,That’s a harmful and outdated stereotype. The LGBT+ community is actually more aware and vigilant about the spread of HIV than straight people are because of awareness spread after the epidemic in the 80s.,1,CN,1
1694,195_2,So you’re saying all the homos did get it because there was the epidemic. So they are HIV positive…,2,HS,0
1695,195_2,"The epidemic affected all sorts of people, but the LGBT+ community were demonised in the media and blamed for it. Governments at the time didn’t respond quickly or appropriately which caused tons of unnecessary deaths. Unfortunately many LGBT people affected at the time aren’t with us anymore. Maybe educate yourself about it, there’s plenty of documentaries.",3,CN,1
1696,195_3,That’s a harmful and outdated stereotype. The LGBT+ community is actually more aware and vigilant about the spread of HIV than straight people are because of awareness spread after the epidemic in the 80s.,1,CN,1
1697,195_3,So you’re saying all the homos did get it because there was the epidemic. So they are HIV positive…,2,HS,0
1698,195_4,I just wanted to take a second here and say something positive about the gay community… HIV.,0,HS,0
1699,195_4,So you’re saying all the homos did get it because there was the epidemic. So they are HIV positive…,2,HS,0
1700,196_1,"Lesbians are just the women that are too ugly for men, so they end up looking for other options. It's desperate.",0,HS,0
1701,196_1,"Nope, lesbians are... lesbians! I can promise you, lesbians really couldn't care less about if men think they're 'ugly'.",1,CN,1
1702,196_2,"they're in denial cause no man wants them, it's sad really.",2,HS,0
1703,196_2,"I'm begging you, please go talk to an actual lesbian. When you know men aren't for you, you know. Many queer women date men but then realise they're gay and start thriving! Nothing beats being true to yourself.",3,CN,1
1704,196_3,"Nope, lesbians are... lesbians! I can promise you, lesbians really couldn't care less about if men think they're 'ugly'.",1,CN,1
1705,196_3,"they're in denial cause no man wants them, it's sad really.",2,HS,0
1706,196_4,"Lesbians are just the women that are too ugly for men, so they end up looking for other options. It's desperate.",0,HS,0
1707,196_4,"they're in denial cause no man wants them, it's sad really.",2,HS,0
1708,197_1,Lesbians are just lying to themselves. It's a mental illness.,0,HS,0
1709,197_1,"Nope, lesbians are happy living their lives outside of the male gaze!",1,CN,1
1710,197_2,"No way they are happy pretending to like women, they can't even have good sex because no one has a dick.",2,HS,0
1711,197_2,"If you can't imagine how lesbian sex works then I feel sorry for the women you have slept with! Why don't you just live and let live, lesbians exist whether you believe it or not!",3,CN,1
1712,197_3,"Nope, lesbians are happy living their lives outside of the male gaze!",1,CN,1
1713,197_3,"No way they are happy pretending to like women, they can't even have good sex because no one has a dick.",2,HS,0
1714,197_4,Lesbians are just lying to themselves. It's a mental illness.,0,HS,0
1715,197_4,"No way they are happy pretending to like women, they can't even have good sex because no one has a dick.",2,HS,0
1716,198_1,Lesbians are just bitter man haters. what a miserable lifestyle.,0,HS,0
1717,198_1,"Nah, they don't hate men, they just don't want to be in a relationship with them. What's wrong with that?",1,CN,1
1718,198_2,It's an unbalanced way to live. Then you see lesbians trying to act like men and be masculine to fill in for the lack of men in their lives.,2,HS,0
1719,198_2,"I don't think that's why some lesbians are more masculine. Someone's gender expression is about who they are and what makes them comfortable, it's not about making up for not having male influence in their lives.",3,CN,1
1720,198_3,"Nah, they don't hate men, they just don't want to be in a relationship with them. What's wrong with that?",1,CN,1
1721,198_3,It's an unbalanced way to live. Then you see lesbians trying to act like men and be masculine to fill in for the lack of men in their lives.,2,HS,0
1722,198_4,Lesbians are just bitter man haters. what a miserable lifestyle.,0,HS,0
1723,198_4,It's an unbalanced way to live. Then you see lesbians trying to act like men and be masculine to fill in for the lack of men in their lives.,2,HS,0
1724,199_1,I'm fine with gay people as long as they aren't gay around me.,0,HS,0
1725,199_1,So you're not fine with gay people then?,1,CN,1
1726,199_2,"No I'm fine with them living their lifestyle but I don't want my family exposed to it, what's wrong with that?",2,HS,0
1727,199_2,"If you don't think it's fine for your family to see, then you don't think it's fine. What is it about gay people that you don't want to 'expose' to your family?",3,CN,1
1728,199_3,"I don't want my children growing up thinking it's a normal lifestyle to have. Yes, some people can't help being gay, but that doesn't mean we should encourage it as a way of life.",4,HS,0
1729,199_3,"It's not 'encouraging' it. If you think exposing your children to gay people will 'encourage' them to be gay, I don't think you understand how sexuality works. If your children are gay, they'll be gay, if they're straight, they'll be straight, and you should love them for who they are either way!",5,CN,1
1730,199_4,So you're not fine with gay people then?,1,CN,1
1731,199_4,"No I'm fine with them living their lifestyle but I don't want my family exposed to it, what's wrong with that?",2,HS,0
1732,199_5,"If you don't think it's fine for your family to see, then you don't think it's fine. What is it about gay people that you don't want to 'expose' to your family?",3,CN,1
1733,199_5,"I don't want my children growing up thinking it's a normal lifestyle to have. Yes, some people can't help being gay, but that doesn't mean we should encourage it as a way of life.",4,HS,0
1734,199_6,I'm fine with gay people as long as they aren't gay around me.,0,HS,0
1735,199_6,"No I'm fine with them living their lifestyle but I don't want my family exposed to it, what's wrong with that?",2,HS,0
1736,199_7,"No I'm fine with them living their lifestyle but I don't want my family exposed to it, what's wrong with that?",2,HS,0
1737,199_7,"I don't want my children growing up thinking it's a normal lifestyle to have. Yes, some people can't help being gay, but that doesn't mean we should encourage it as a way of life.",4,HS,0
1738,200_1,"Girl, you're not bi. There's no such thing. You're just horny and greedy.",0,HS,0
1739,200_1,"Nope I'm bi, just because you can't wrap your head around the idea of attraction not being based on gender, it doesn't mean bi people don't exist!",1,CN,1
1740,200_2,"I don't know, it sounds like bi people are either gay and in denial or straight and experimenting.",2,HS,0
1741,200_2,"Bi people are attracted to people because of who they are as individuals, not just because of their gender, it's not a difficult concept to understand!",3,CN,1
1742,200_3,"Nope I'm bi, just because you can't wrap your head around the idea of attraction not being based on gender, it doesn't mean bi people don't exist!",1,CN,1
1743,200_3,"I don't know, it sounds like bi people are either gay and in denial or straight and experimenting.",2,HS,0
1744,200_4,"Girl, you're not bi. There's no such thing. You're just horny and greedy.",0,HS,0
1745,200_4,"I don't know, it sounds like bi people are either gay and in denial or straight and experimenting.",2,HS,0
1746,201_1,I don't care if some gays somewhere get married. What I care about is when this begins to affect my children.,0,HS,0
1747,201_1,"Gays getting married won't ever affect your children, unless they're invited to the wedding, in which case it'll have the effect of giving them a fun event to go to.",1,CN,1
1748,201_2,"What if it's the start of a slippery slope though, first marriage, then things like gay history month, then who knows what...",2,HS,0
1749,201_2,Genuinely curious what you think would come next? And why it would be bad?,3,CN,1
1750,201_3,"They might start trying to normalise the more deviant parts of the lifestyle, you see those men dressed like dogs and stuff in pride parades, that stuff is messed up and we can't start telling kids thats normal.",4,HS,0
1751,201_3,"Kink/bdsm isn't necessarily a gay thing, yeah there's sometimes kink related groups at pride but this is very much a thing that straight people do too. It's really got nothing to do with gay marriage or gay rights of any sort.",5,CN,1
1752,201_4,"Gays getting married won't ever affect your children, unless they're invited to the wedding, in which case it'll have the effect of giving them a fun event to go to.",1,CN,1
1753,201_4,"What if it's the start of a slippery slope though, first marriage, then things like gay history month, then who knows what...",2,HS,0
1754,201_5,Genuinely curious what you think would come next? And why it would be bad?,3,CN,1
1755,201_5,"They might start trying to normalise the more deviant parts of the lifestyle, you see those men dressed like dogs and stuff in pride parades, that stuff is messed up and we can't start telling kids thats normal.",4,HS,0
1756,201_6,I don't care if some gays somewhere get married. What I care about is when this begins to affect my children.,0,HS,0
1757,201_6,"What if it's the start of a slippery slope though, first marriage, then things like gay history month, then who knows what...",2,HS,0
1758,201_7,"What if it's the start of a slippery slope though, first marriage, then things like gay history month, then who knows what...",2,HS,0
1759,201_7,"They might start trying to normalise the more deviant parts of the lifestyle, you see those men dressed like dogs and stuff in pride parades, that stuff is messed up and we can't start telling kids thats normal.",4,HS,0
1760,202_1,"I hate when parents make a big deal about 'embracing' their kids being gay when they're only young teens. It's just a phase, they're too young to decide their sexuality, it's harmful to encourage this delusion.",0,HS,0
1761,202_1,"If they know, they know. What makes you think they don't know what they want?",1,CN,1
1762,202_2,They don't know what they want when they're just kids. They might just be saying they're gay cause they've seen it in a tv show or are fans of gay celebrities or something. Kids are very impressionable.,2,HS,0
1763,202_2,"We live in a very heteronormative society, where there's lots of pressure to be straight because it's the only sexuality that's normalised. If a teen is saying they're gay they will have realised this despite growing up in a society that assumes everyone is straight. If they're 'impressionable' then they would think they're straight!",3,CN,1
1764,202_3,"If they know, they know. What makes you think they don't know what they want?",1,CN,1
1765,202_3,They don't know what they want when they're just kids. They might just be saying they're gay cause they've seen it in a tv show or are fans of gay celebrities or something. Kids are very impressionable.,2,HS,0
1766,202_4,"I hate when parents make a big deal about 'embracing' their kids being gay when they're only young teens. It's just a phase, they're too young to decide their sexuality, it's harmful to encourage this delusion.",0,HS,0
1767,202_4,They don't know what they want when they're just kids. They might just be saying they're gay cause they've seen it in a tv show or are fans of gay celebrities or something. Kids are very impressionable.,2,HS,0
1768,203_1,If you left 1000 men on an island with 1000 women who were men but now according to morons on twitter are now women the islands would become extinct in a generation.,0,HS,0
1769,203_1,"Okay, what's your point?",1,CN,1
1770,203_2,These so called 'women' are not women. It's delusional.,2,HS,0
1771,203_2,So you think that what makes a woman a woman is her ability to have children?,3,CN,1
1772,203_3,Just saying these trannys could never do what women are biologically wired to do.,4,HS,0
1773,203_3,"If you put 1000 men on an island with 1000 cisgender women with reproductive health conditions that prevent them from getting pregnant, the population would still become extinct in a generation. Are you saying women who can't have children aren't women?",5,CN,1
1774,203_4,But they've got a womb. What I mean is if everyone woke up and decided to be a different gender then we'd all die out.,6,HS,0
1775,203_4,"Okay well the majority of people aren't transgender, so I don't think this is an issue? Sounds like you're using an unrealistic hypothetical situation to reach wild conclusions about the real world.",7,CN,1
1776,203_5,"Okay, what's your point?",1,CN,1
1777,203_5,These so called 'women' are not women. It's delusional.,2,HS,0
1778,203_6,So you think that what makes a woman a woman is her ability to have children?,3,CN,1
1779,203_6,Just saying these trannys could never do what women are biologically wired to do.,4,HS,0
1780,203_7,"If you put 1000 men on an island with 1000 cisgender women with reproductive health conditions that prevent them from getting pregnant, the population would still become extinct in a generation. Are you saying women who can't have children aren't women?",5,CN,1
1781,203_7,But they've got a womb. What I mean is if everyone woke up and decided to be a different gender then we'd all die out.,6,HS,0
1782,203_8,If you left 1000 men on an island with 1000 women who were men but now according to morons on twitter are now women the islands would become extinct in a generation.,0,HS,0
1783,203_8,These so called 'women' are not women. It's delusional.,2,HS,0
1784,203_9,These so called 'women' are not women. It's delusional.,2,HS,0
1785,203_9,Just saying these trannys could never do what women are biologically wired to do.,4,HS,0
1786,203_10,Just saying these trannys could never do what women are biologically wired to do.,4,HS,0
1787,203_10,But they've got a womb. What I mean is if everyone woke up and decided to be a different gender then we'd all die out.,6,HS,0
1788,204_1,"These men pretending to be women & their supporters are at the moment, the biggest threat to our normal society.",0,HS,0
1789,204_1,"I dunno, I'd probably say the biggest 'threat' to our society could be climate change, terrorism and extremism, inequality, but okay...",1,CN,1
1790,204_2,They're infiltrating womens spaces and putting our girls at risk.,2,HS,0
1791,204_2,"If you're genuinely concerned about womens rights maybe start by addressing the misogyny and violence women face from men, before blaming trans women.",3,CN,1
1792,204_3,"I dunno, I'd probably say the biggest 'threat' to our society could be climate change, terrorism and extremism, inequality, but okay...",1,CN,1
1793,204_3,They're infiltrating womens spaces and putting our girls at risk.,2,HS,0
1794,204_4,"These men pretending to be women & their supporters are at the moment, the biggest threat to our normal society.",0,HS,0
1795,204_4,They're infiltrating womens spaces and putting our girls at risk.,2,HS,0
1796,756_1,Gays are perverts.,0,HS,0
1797,756_1,Why do you think it is a crime to be gay? It is a societal disorder to target gays.,1,CN,1
1798,756_2,"You better watch out, because they are the real psychopaths.",2,HS,0
1799,756_2,"According to the studies, the percentage of gay men that are actually psychopaths, is not different than the percentage in heterosexual.",3,CN,1
1800,756_3,Why do you think it is a crime to be gay? It is a societal disorder to target gays.,1,CN,1
1801,756_3,"You better watch out, because they are the real psychopaths.",2,HS,0
1802,756_4,Gays are perverts.,0,HS,0
1803,756_4,"You better watch out, because they are the real psychopaths.",2,HS,0
1804,468_1,LGBT+ people are a drain on society.,0,HS,0
